TimeStamp,AccXAxis,AccYAxis,AccZAxis,GyroXAxis,GyroYAxis,GyroZAxis,,AccXAxisAvg5,AccYAxisAvg5,AccZAxisAvg5,GyroXAxisAvg5,GyroYAxisAvg5,GyroZAxisAvg5,,AccXAxisAvg10,AccYAxisAvg10,AccZAxisAvg10,GyroXAxisAvg10,GyroYAxisAvg10,GyroZAxisAvg10,,AccXAxisAvg15,AccYAxisAvg15,AccZAxisAvg15,GyroXAxisAvg15,GyroYAxisAvg15,GyroZAxisAvg15
72,86,157,-183,648,449,-532,,51.8,135,-227.6,-47.6,140.6,-289.6,,47.5,137.75,-225,-15.875,-64.875,112.125,,29.7333333333,100.6666666667,-237.4666666667,-7.6,-325.4666666667,621.4
73,31,115,-243,170,131,-705,,42.8,130,-235.6,-186.6,2.6,-115,,41.75,127.625,-234.75,-98.375,-217,353.125,,23.6,93.1333333333,-243.2,-57.6,-372.1333333333,685.8
74,43,131,-237,-328,74,-377,,45.2,137.4,-230.6,-218.4,-100,187.4,,40,129.5,-232.875,-129.375,-317.25,633.625,,21.4,88.6,-245.2666666667,-60.4666666667,-385.4666666667,751.8
75,68,133,-240,-409,142,38,,44,139.8,-227.4,-123.4,-234.6,502.2,,36.75,120.5,-234.25,22.25,-392.75,876.875,,18.4666666667,83.2,-246.6,-19.8666666667,-391,781
76,31,139,-235,-319,-93,128,,38.4,128.4,-231.6,-44,-416.6,773.8,,25,109.625,-237,43.25,-484.25,1035.375,,14.6666666667,77.3333333333,-248.3333333333,13.4666666667,-395.1333333333,777.5333333333
77,41,132,-223,-47,-241,341,,35.6,126.6,-230.2,4.2,-532.2,1056,,24.875,95.875,-238.625,23.375,-579.75,1154.5,,12.9333333333,71.6,-249.6,26.4666666667,-384.8666666667,768.6
78,43,152,-218,11,-382,807,,30.8,112,-235.2,190.6,-590,1301.6,,19.625,85.25,-242.25,33.625,-617.625,1227.75,,10.4,66.6666666667,-251.8,-0.6666666667,-365.4,739.8666666667
79,37,143,-221,147,-599,1197,,17,90.8,-244,140.2,-631.6,1401.4,,12.875,68.875,-247.875,20,-620.25,1202.625,,7.9333333333,58.9333333333,-254.2666666667,-12.4,-325.8666666667,661.0666666667
80,40,76,-261,-12,-768,1396,,15.6,68,-249.4,15.2,-683.2,1378.2,,7.5,56.5,-253.875,-11.125,-576.75,1107.25,,5.2,51.6,-257,-25.2666666667,-258.8666666667,527.8666666667
81,17,130,-228,-78,-671,1539,,7.4,62.2,-247.6,24.6,-638.4,1284.4,,2.25,52.875,-255.5,6.25,-489.375,968.375,,4.1333333333,49.4,-256.4,-9,-172.0666666667,367.9333333333
82,17,59,-248,885,-530,1569,,1.8,40.4,-254.6,20.6,-584.8,1097.8,,0,42.875,-259.125,51.125,-406.625,783.625,,4.2666666667,42.4666666667,-258.6666666667,-41.4,-99.7333333333,170.3333333333
83,-26,46,-262,-241,-590,1306,,-2.8,37.4,-258.8,-176.8,-529,870.8,,-0.75,41.125,-261.375,-48.125,-330.375,585.75,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
84,30,29,-248,-478,-857,1081,,2,37.6,-261.2,-103.2,-424.8,666.6,,3.125,42,-260.375,-33.5,-249,421.75,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
85,-1,47,-252,35,-544,927,,-4.2,41.8,-263,48.6,-255.2,462.6,,-0.25,45.625,-261.375,-30.5,-135.5,275.375,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
86,-11,21,-263,-98,-403,606,,-1.8,41.4,-265.8,59.8,-130.4,274.4,,0.625,44.25,-261.75,-55.5,-41.125,112.625,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
87,-6,44,-269,-102,-251,434,,1.4,47.8,-264,54.6,-37.6,152,,1.5,45.75,-261.625,-49,60,-63.25,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
88,-2,47,-274,127,-69,285,,3.2,50.6,-261.4,-15.8,22.8,47.2,,5.25,45.625,-259.5,-7.25,158.125,-242.875,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
89,-1,50,-257,281,-9,61,,4.8,48.4,-257.6,-74.2,78.8,-84.8,,7.875,43,-258,-93.625,218.5,-456.625,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
90,11,45,-266,91,80,-14,,4.2,45,-258.6,-139.6,161.8,-257.2,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
91,5,53,-254,-124,61,-6,,6.8,44.6,-255.8,-111.4,252.6,-455,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
92,3,58,-256,-454,51,-90,,9.6,39.2,-257.4,-199.4,323.2,-738.8,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
93,6,36,-255,-165,211,-375,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
94,-4,33,-262,-46,406,-801,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
95,24,43,-252,232,534,-1003,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
96,19,26,-262,-564,414,-1425,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
97,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
98,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
99,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
100,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
101,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
102,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
103,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
104,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
105,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
106,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
107,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
108,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
109,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
110,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
111,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
112,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
113,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
114,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
